Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Ram Sajeewan,BSP,2,Post Graduate,68,2054184,Banda,0,0,M
Mahaveer Prasad,INC,0,Post Graduate,60,8944794,Bansgaon,0,1,M
Dwarika Prasad,ASP,1,Post Graduate,40,45000,Bansgaon,0,0,M
Jokhan,IND,0,8th Pass,39,302000,Bansgaon,0,0,M
Raj Narayan,BJP,0,Post Graduate,60,3320465,Bansgaon,0,0,M
Ram Jas,IND,0,12th Pass,31,12000,Bansgaon,0,0,M
Ram Prasad,IND,0,Graduate,64,93710,Bansgaon,0,0,M
Sabhawati Paswan,SP,0,5th Pass,46,7200000,Bansgaon,0,0,F
Sadal Prasad,BSP,0,Post Graduate,49,1135000,Bansgaon,0,0,M
Sudarshan,ABHM,0,Not Given,30,13000,Bansgaon,0,0,M
Kamla Prasad,BSP,0,Graduate,41,4699000,Bara Banki,500000,1,M
Anand Prakash Gautam,INC,0,Post Graduate,63,1107899,Bara Banki,0,0,M
Ram Naresh Rawat,BJP,0,Post Graduate,0,2669574,Bara Banki,89329,0,M
Ram Sagar,SP,0,Graduate,54,930641,Bara Banki,0,0,M
Santosh Gangwar,BJP,0,Post Graduate,54,7043413,Bareilly,250154,1,M
Akbar Ahmed Dempi,BSP,2,Graduate,57,16124683,Bareilly,115000,0,M
Chhadammi Lal Sagar,IND,0,Graduate Professional,67,2147577,Bareilly,0,0,M
Chiraunji Lal,IND,0,Illiterate,63,331500,Bareilly,0,0,M
Guljari Lal,NSP,0,12th Pass,60,849595,Bareilly,0,0,M
Islam Sabir,SP,2,12th Pass,48,5192000,Bareilly,0,0,M
Janish,IND,0,8th Pass,29,30000,Bareilly,0,0,M
Nem Chandra,AD,0,12th Pass,47,743000,Bareilly,0,0,M
Omkar Singh,IND,0,10th Pass,33,830000,Bareilly,0,0,M
Praveen Singh Aron,INC,0,Graduate Professional,47,177736104,Bareilly,11285000,0,M
Sakir Husain,IND,0,8th Pass,41,2163000,Bareilly,0,0,M
Shakeel Ahmad Ansari,IND,0,Not Given,48,110000,Bareilly,0,0,M
Vrahaspati Giri,SHS,0,Illiterate,25,606100,Bareilly,0,0,M
Yogendra Patel,IND,0,10th Pass,26,,Bareilly,0,0,M
Lal Mani Prasad,BSP,0,Graduate,52,1071480,Basti,0,1,M
Gaura,IND,0,Literate,39,50000,Basti,0,0,F
Hari Pal,IND,0,10th Pass,30,500,Basti,0,0,M
Nand Kumar Nag,IND,0,Graduate Professional,42,140500,Basti,0,0,M
Ram Das,IND,0,Illiterate,53,30000,Basti,0,0,M
Ram Dularey Sonkar,RJD,0,8th Pass,58,866700,Basti,0,0,M
Ram Milan Gond,AD,0,12th Pass,57,661000,Basti,0,0,M
Ram Nawal,BKD,0,Graduate,48,30000,Basti,0,0,M
Ramesh,MNVP,0,8th Pass,30,1437,Basti,0,0,M
Ratnakar Dhusiya,SP,0,Post Graduate,43,1455715,Basti,0,0,M
Sriram Chauhan,BJP,0,Post Graduate,49,2209500,Basti,100000,0,M
Umed Singh,INC,0,Not Given,37,18350000,Basti,0,0,M
Vijay,ABHM,0,Literate,26,,Basti,0,0,M
Munshiram S/O Sri Ramcharan Singh,RLD,0,Others,53,2942225,Bijnor,720000,1,M
Bhishan Parsad,BRPP,0,Literate,48,40000,Bijnor,0,0,M
Ghan Shyam,IND,0,Not Given,53,1087000,Bijnor,0,0,M
Ghan Shyam Chandr Kharwar,BSP,0,Not Given,43,1087000,Bijnor,0,0,M
Harkes Singh,PHSP,0,12th Pass,64,222165,Bijnor,0,0,M
Jai Mala,IND,0,Not Given,25,2351400,Bijnor,630000,0,F
Jiraj Singh,INC,0,Graduate,61,18062640,Bijnor,275436,0,M
Mahender Kumar,MC,0,12th Pass,33,851140,Bijnor,0,0,M
Man Singh Ashok,IND,0,Illiterate,43,377500,Bijnor,0,0,M
Munshiram S/O Shri Makhhan,IND,0,Not Given,36,160100,Bijnor,0,0,M
Ratan Singh,IBSP,0,Graduate Professional,32,1662,Bijnor,0,0,M
Sheesh Ram Singh Ravi,BJP,0,Graduate,48,8706984,Bijnor,0,0,M
Suraj Kumar,MUL,0,12th Pass,27,82035,Bijnor,0,0,M
Udit Raj,IJP,0,Doctorate,46,3049185,Bijnor,0,0,M
Vijay Singh,BKD,0,12th Pass,48,940388,Bijnor,0,0,M
Raja Ram Pal,BSP,0,Graduate Professional,43,1471113,Bilhaur,200000,1,M
Babu Ram Kureel,IND,0,Not Given,30,176500,Bilhaur,0,0,M
Janey Alam,NCP,0,5th Pass,56,410141,Bilhaur,0,0,M
Lal Singh Tomar,SP,1,Post Graduate,56,12468451,Bilhaur,0,0,M
Madan Mohan Shukla,INC,0,Graduate Professional,51,3564446,Bilhaur,0,0,M
Phool Singh Kushwaha,IND,1,8th Pass,35,489500,Bilhaur,0,0,M
Prabhu Dayal,RSBP,0,8th Pass,40,577600,Bilhaur,0,0,M
Raj Bahadur,AD,0,Not Given,48,730000,Bilhaur,0,0,M
Raja Ram Yadav,RJD,0,Graduate Professional,63,1476547,Bilhaur,0,0,M
Rajesh Kumar,IND,0,Post Graduate,40,100000,Bilhaur,0,0,M
Shyam Bihari Mishra,BJP,1,Not Given,64,12362240,Bilhaur,2678935,0,M
Surya Bali,IND,0,10th Pass,53,392100,Bilhaur,0,0,M
Saleem Iqbal Shervani,SP,0,Graduate,51,96980000,Budaun,5940,1,M
Anoop Saxena,JP,0,12th Pass,40,54000,Budaun,0,0,M
Brijpal Singh Shakya,BJP,1,Graduate Professional,49,2010526,Budaun,40000,0,M
Hulasi,ASP,0,Literate,37,302000,Budaun,0,0,M
Mahboob Husain Ansari,INC,0,Literate,36,170075,Budaun,21847,0,M
Prem Pal Singh Yadav,BSP,0,Post Graduate,53,6180580,Budaun,0,0,M
Rajendra Singh Pal,LP(S),0,12th Pass,38,669100,Budaun,0,0,M
Rao Govind Singh Yadav,IND,0,Post Graduate,39,157900,Budaun,0,0,M
Riyasat Khan,SAP,0,Illiterate,49,1265000,Budaun,190000,0,M
Kalyan Singh,BJP,0,Graduate Professional,72,6209253,Bulandshahr,0,1,M
Badrul Islam,RLD,0,Graduate,58,5737676,Bulandshahr,158216,0,M
Chaman Lal,IND,0,12th Pass,51,303931,Bulandshahr,0,0,M
Chunni Lal,IND,0,12th Pass,55,2240,Bulandshahr,0,0,M
Hakim Ahmad Qureshi,IND,0,Not Given,64,507000,Bulandshahr,0,0,M
Imtiyaz Mohd. Khan,IND,0,Graduate,58,2369054,Bulandshahr,0,0,M
Mahendra Singh,LP(S),0,Graduate Professional,48,425000,Bulandshahr,0,0,M
Nasir Iqbal,IND,0,12th Pass,46,1727400,Bulandshahr,0,0,M
Phirey Singh,IND,1,12th Pass,32,281000,Bulandshahr,52000,0,M
Pt. Chandra Shekhar Sharma,INC,1,Graduate,53,46410266,Bulandshahr,0,0,M
Ramphal,IND,0,12th Pass,48,,Bulandshahr,0,0,M
Satendra Singh,BRPP,0,10th Pass,33,70000,Bulandshahr,0,0,M
Shrinivas,ABHM,0,Post Graduate,38,481422,Bulandshahr,0,0,M
Smt. Krishana Singh,IND,0,5th Pass,55,45742,Bulandshahr,0,0,F
Yad Karan,RSMD,0,Not Given,57,2705700,Bulandshahr,0,0,M
Shailendra Kumar,SP,0,12th Pass,46,9337424,Chail,1092000,1,M
Basudeo,AD,0,12th Pass,47,2510000,Chail,0,0,M
Dr. Amrit Lal Bharti,BJP,0,Graduate Professional,60,3543292,Chail,145128,0,M
Vachaspati,BSP,0,Post Graduate,40,9028902,Chail,0,0,M
Kailash Nath Singh Yadav,BSP,0,Graduate,40,5843089,Chandauli,0,1,M
Aan Hemant Kushwaha,RSMD,0,12th Pass,40,834500,Chandauli,0,0,M
Anand Ratna Maurya,SP,0,Graduate Professional,50,4382627,Chandauli,261760,0,M
Ashok Singh,INC,0,Post Graduate,45,1128000,Chandauli,0,0,M
Dr. Salik Tiwari,BLP,0,Doctorate,59,3295610,Chandauli,570000,0,M
Hareelal,IND,0,Not Given,46,160000,Chandauli,0,0,M
Harinath Sharma,PMSP,0,Literate,29,,Chandauli,0,0,M
Jai Prakash,LP(S),0,Post Graduate,27,261000,Chandauli,0,0,M
Mevalal Vishwakarma,IND,0,Post Graduate,34,11000,Chandauli,0,0,M
Ram Babu,AD,0,12th Pass,31,420000,Chandauli,0,0,M
Ram Sewak Yadav,IND,0,5th Pass,40,,Chandauli,0,0,M
Shashikant Rajbhar,BJP,7,12th Pass,38,2066500,Chandauli,550000,0,M
Shivmurat Ram,GGP,0,Post Graduate,62,804646,Chandauli,0,0,M
Tilak,CPI(ML)(L),2,10th Pass,29,200000,Chandauli,110000,0,M
Mohan Singh,SP,0,Not Given,58,8468000,Deoria,150000,1,M
Chandrika Prasad,AD,0,5th Pass,43,1356223,Deoria,0,0,M
Devi Prasad,BSP,0,Post Graduate,68,1866783,Deoria,0,0,M
Haroon,NLP,0,8th Pass,50,,Deoria,0,0,M
Kadam Prasad,IND,0,Not Given,59,500000,Deoria,0,0,M
Mohan,IND,0,10th Pass,49,33000,Deoria,0,0,M
Ram Bhajan,IND,0,Not Given,0,,Deoria,100000,0,M
Sriprakash Mani,BJP,0,Post Graduate,59,7548031,Deoria,0,0,M
Suresh,SBSP,0,5th Pass,27,200000,Deoria,0,0,M
Vijay,JP,0,Graduate,33,3501000,Deoria,0,0,M
Mohd. Muqueem,BSP,2,10th Pass,53,4902000,Domariaganj,0,0,M
Brij Bhushan Tiwari,SP,0,Not Given,54,30000,Domariaganj,0,0,M
Jagdambika Pal,INC,0,Not Given,42,1000000,Domariaganj,0,0,M
Ram Pal Singh,BJP,0,Not Given,73,4120000,Domariaganj,0,0,M
Ku. Devendra Singh Yadav,SP,0,Doctorate,54,117888469,Etah,16200,1,M
Ashok Ratan Shakya,BJP,0,Post Graduate,43,2380060,Etah,0,0,M
Ramgopal Shakya,BSP,1,12th Pass,48,2137500,Etah,250000,0,M
Ravindr,INC,0,Post Graduate,62,3009689,Etah,60000,0,M
Raghuraj Singh Shakya,SP,0,Post Graduate,33,1924170,Etawah,0,1,M
Anil Kumar,IND,0,Not Given,26,75000,Etawah,0,0,M
Bharat Singh,RSMD,0,Graduate,38,106486,Etawah,10000,0,M
Brajesh Singh,IND,0,Graduate Professional,42,190500,Etawah,0,0,M
Ganesh Gyanarthi,AD,0,Graduate,46,39000,Etawah,0,0,M
Kushma Devi,IJP,0,8th Pass,34,1424000,Etawah,0,0,F
M.S Chandel,LP(S),0,Post Graduate,63,3714823,Etawah,0,0,M
Mahesh Manav,IND,0,Post Graduate,48,204000,Etawah,0,0,M
Proffesser Rajendra Prasad Alias Raju Dixit,INC,0,Doctorate,59,2699159,Etawah,0,0,M
Ramakant,IND,0,Graduate,44,10000,Etawah,0,0,M
Sarita Bhadauria,BJP,0,Graduate,42,1905187,Etawah,0,0,F
Shiv Pratap Singh,IND,1,12th Pass,34,25000,Etawah,0,0,M
Sudheendra Bhadaurya,BSP,0,Post Graduate,53,2875000,Etawah,0,0,M
Mitrasen,BSP,27,12th Pass,70,5380516,Faizabad,318855,0,M
Angad Kumar,IND,0,Graduate,34,150000,Faizabad,0,0,M
Ashok Kumar Singh,SP,0,Graduate,47,12913570,Faizabad,2531000,0,M
Devendra Bahadur Rai,IND,1,Not Given,58,10000,Faizabad,0,0,M
Durga Prasad Tiwari Afat,ABJS,0,Post Graduate,42,75000,Faizabad,180000,0,M
Hubraj,IND,0,Graduate,55,1155500,Faizabad,0,0,M
Lallu Singh,BJP,2,Post Graduate,48,2457830,Faizabad,908066,0,M
Nirmal Khatri,INC,1,Doctorate,53,2224306,Faizabad,0,0,M
Om Prakash Chaurasia Advocate,RSMD,0,Graduate Professional,30,371600,Faizabad,0,0,M
Rajendra Prasad,IND,0,Graduate Professional,40,217200,Faizabad,0,0,M
Rakesh Srivastava,SJP(R),0,Post Graduate,36,880000,Faizabad,0,0,M
Ram Achhaiber Yadav,IND,0,Not Given,55,603025,Faizabad,0,0,M
Ram Nihal,IND,0,8th Pass,35,20000,Faizabad,0,0,M
Rupendra Kumar,IJP,0,Post Graduate,33,25000,Faizabad,0,0,M
Saty Narayan,BLKD,0,Not Given,40,430000,Faizabad,0,0,M
Suresh Kumar,RSBP,0,Post Graduate,35,10000,Faizabad,0,0,M
Chandra Bhushan Singh (Munnoo Babu),SP,0,Post Graduate,52,9594069,Farrukhabad,768000,1,M
Ashok Kumar Pal,LP(S),0,Graduate,38,141000,Farrukhabad,0,0,M
Chhatra  Pal Singh,IND,0,10th Pass,38,865828,Farrukhabad,0,0,M
Louise Khurshid,INC,0,Post Graduate,49,7488250,Farrukhabad,0,0,F
Mohd. Usman,IND,0,Post Graduate,27,54000,Farrukhabad,600,0,M
Mukesh Rajput,BJP,0,Graduate,35,4774998,Farrukhabad,0,0,M
Munesh Singh,IND,0,12th Pass,44,1201380,Farrukhabad,0,0,M
Nagendra Singh Shakya,BSP,0,Graduate,26,630876,Farrukhabad,0,0,M
Praveen,AD,0,Graduate,33,20845,Farrukhabad,0,0,M
Rafi Ansari,BNRP,0,Literate,31,220000,Farrukhabad,0,0,M
Sher Singh,RSBP,0,8th Pass,26,10500,Farrukhabad,0,0,M
Suresh Saraswat (Ellayachi Wala),IND,0,Post Graduate,44,21008,Farrukhabad,0,0,M
Vijai Swarup,IND,0,Illiterate,50,315000,Farrukhabad,0,0,M
Wazid Ali,IND,0,8th Pass,35,134313,Farrukhabad,0,0,M
Mahendra Prasad Nishad,BSP,0,Graduate,34,1082468,Fatehpur,56554,1,M
Achal Singh,SP,0,Post Graduate,56,1905000,Fatehpur,0,0,M
Ashok  Patel,BJP,0,Doctorate,55,12540008,Fatehpur,1673626,0,M
Khan Gufran Jahidi,INC,0,Post Graduate,70,5959740,Fatehpur,1660,0,M
Ram Ji Lal Suman,SP,2,Graduate,52,4235985,Firozabad,0,0,M
Biresh Kumar Alias Dadua,BSP,0,Graduate,45,1650000,Firozabad,0,0,M
Kishori Lal Mahaur,BJP,0,Not Given,59,30708355,Firozabad,15457,0,M
Prabhudayal Katheria,Rashtriya Samanta Dal,0,Not Given,52,4660776,Firozabad,869000,0,M
Radhey Shyam Kori,SP,0,10th Pass,65,1868196,Ghatampur,0,1,M
Askaran Sankhwar,INC,0,Not Given,61,147880,Ghatampur,0,0,M
Kamal Rani,BJP,0,Not Given,43,2126450,Ghatampur,178000,0,F
Pyarelal Sankhwar,BSP,0,Not Given,45,3470142,Ghatampur,0,0,M
Umakant Manjhi,AD,0,Post Graduate,46,581994,Ghatampur,0,0,M
Afajal Ansari,SP,1,Post Graduate,50,5085464,Ghazipur,38022,0,M
Ajay,Suheldev Bhartiya Samaj Party,0,Graduate,40,98000,Ghazipur,0,0,M
Ajeet Singh,IND,0,Post Graduate,26,680228,Ghazipur,0,0,M
Anil Kumar,IND,0,Graduate Professional,42,59500,Ghazipur,0,0,M
Dr Manoj Kumar Nishad,AD,0,Graduate,29,65000,Ghazipur,0,0,M
Ishwari Prasad Kushawaha,CPI(ML)(L),0,Graduate Professional,45,92000,Ghazipur,0,0,M
Manoj,BJP,0,Graduate,44,5070000,Ghazipur,460000,0,M
Nandlal,ASP,0,Graduate,62,1317000,Ghazipur,0,0,M
Rajaram,RSBP,0,Graduate,30,273000,Ghazipur,0,0,M
Ram Badan,CPI,0,Post Graduate,31,180953,Ghazipur,0,0,M
Shivmurat,IND,0,Post Graduate,33,345600,Ghazipur,0,0,M
Sonhu,IND,0,Not Given,33,,Ghazipur,0,0,M
Uma Shankar,BSP,0,Post Graduate,53,2571850,Ghazipur,169281,0,M
Yogesh Nath Kushawaha,RSMD,0,Post Graduate,37,102835,Ghazipur,0,0,M
Chandradeo Prasad Rajbhar,SP,0,Post Graduate,48,600143,Ghosi,0,1,M
Akhlaq Ahmad Gulshan,PSJP,0,Others,36,413000,Ghosi,0,0,M
Akshay Kumar Rajbhar,SBSP,0,12th Pass,36,175000,Ghosi,0,0,M
Atul Kumar Singh Anjan,CPI,0,Graduate Professional,49,953500,Ghosi,0,0,M
Bal Krishna,BSP,0,Post Graduate,55,1620771,Ghosi,0,0,M
Bharat Lal Rahi Kushwaha,BJP,0,Not Given,48,1300000,Ghosi,0,0,M
Hari Lal,IND,0,12th Pass,50,361000,Ghosi,60000,0,M
Hemant Kumar,BRPP,0,10th Pass,30,,Ghosi,0,0,M
Heshamuddin,IND,0,Literate,63,102160,Ghosi,0,0,M
Kanhaiya Lal,IND,0,10th Pass,37,12000,Ghosi,0,0,M
Kaushalendra,IND,1,12th Pass,30,888000,Ghosi,0,0,M
Munnar,ABHM,0,Graduate,68,1251211,Ghosi,0,0,M
Prem Prakash,ASP,0,12th Pass,34,,Ghosi,0,0,M
Rajendra Kumar Agrawal,IND,0,Graduate,42,1036000,Ghosi,0,0,M
Ram Ashish,IND,0,8th Pass,41,2000,Ghosi,0,0,M
Ram Prakash,IND,0,Graduate,32,1646,Ghosi,0,0,M
Ramesh,IND,0,5th Pass,30,,Ghosi,0,0,M
Siddharth Rai,RJD,0,8th Pass,29,7186000,Ghosi,100000,0,M
Sudha Rai,INC,0,Post Graduate,49,9583419,Ghosi,0,0,F
Kirti Vardhan Singh  Alias Raja Bhaiya,SP,0,Post Graduate,37,8600704,Gonda,595401,1,M
Chandra Kishor,BVP,0,Not Given,38,328000,Gonda,0,0,M
Fazlul Bari Alias Banne Bhai,BSP,0,Post Graduate,64,200417,Gonda,0,0,M
Ghan Shyam Shukla,BJP,0,Not Given,58,1119000,Gonda,0,0,M
Ghan Shyam Shukla,IND,0,Graduate,37,4189706,Gonda,1574143,0,M
Nitya Nand Shukla,IND,0,12th Pass,44,1004700,Gonda,0,0,M
Ram Daul,AD,1,Graduate,43,370471,Gonda,19000,0,M
Ram Hausila,IND,0,Post Graduate,49,695719,Gonda,0,0,M
Ram Kripal Rahul,NMNP,0,Post Graduate,43,745000,Gonda,97000,0,M
Sanjeev Kumar,IND,0,Graduate Professional,35,406500,Gonda,0,0,M
Sanyaj Kumar Alias Sanjay Kumar,IND,0,Not Given,33,355000,Gonda,0,0,M
Shri Kant,IND,0,Graduate Professional,43,72000,Gonda,400000,0,M
Suresh Chandra Tripathi Advocate,CPI,0,Literate,48,650000,Gonda,200000,0,M
Vinay Kumar Pandey Alias Binnoo,INC,0,Post Graduate,38,10499000,Gonda,365000,0,M
Youraj,IND,0,12th Pass,31,115000,Gonda,0,0,M
Aditya Nath,BJP,0,Graduate,30,960672,Gorakhpur,0,1,M
Jamuna Nishad,SP,9,Graduate,50,1423500,Gorakhpur,0,0,M
Pradeep Kumar Nishad,BSP,0,Graduate,38,619818,Gorakhpur,0,0,M
Shardendu Pandey,INC,0,Graduate,59,11735900,Gorakhpur,0,0,M
Rajnarayan Alias Rajju Mahraj,SP,0,Graduate Professional,40,2640727,Hamirpur,387411,1,M
Ashok,AD,0,8th Pass,42,32000,Hamirpur,0,0,M
Ashok Kumar Singh Chandel,BSP,10,Graduate,44,11301668,Hamirpur,204973,0,M
Baladin,IND,0,8th Pass,35,68000,Hamirpur,0,0,M
Gangacharan Rajput,INC,1,Post Graduate,42,7120394,Hamirpur,246072,0,M
Girjacharan,IND,0,10th Pass,40,9863749,Hamirpur,0,0,M
Hargovind,IND,0,10th Pass,38,188500,Hamirpur,480,0,M
Lakhan,IND,0,Not Given,36,70000,Hamirpur,0,0,M
Lallu Prasad,IND,1,10th Pass,35,26750,Hamirpur,6500,0,M
Om Prakash,IND,0,8th Pass,56,10930721,Hamirpur,0,0,M
Rakesh,IND,0,Graduate,32,526272,Hamirpur,1700000,0,M
Ram Bihari,IND,0,10th Pass,36,100000,Hamirpur,15000,0,M
Surendra Pal Singh,BJP,0,12th Pass,35,473803,Hamirpur,0,0,M
Suresh Kumar,IND,0,Graduate Professional,40,1098000,Hamirpur,0,0,M
Yogendra Singh,IND,0,12th Pass,26,75200,Hamirpur,0,0,M
Surendra Prakash Goyal,INC,1,8th Pass,53,6164616,Hapur,0,0,M
Abdul Karim,MUL,0,5th Pass,48,2075000,Hapur,1000,0,M
Col. Tejendra Pal Tyagi Veer Chakra,IND,0,Post Graduate,58,4775100,Hapur,0,0,M
Dayaram  (Hijra),IND,0,Illiterate,36,75000,Hapur,0,0,M
Dr. Mohd Iqbal,NBNP,0,Not Given,47,324000,Hapur,0,0,M
Geeta Tomar . (Advocate),BKD,0,Graduate Professional,38,1983362,Hapur,0,0,F
Kunwar Ayyub Ali,BSP,0,Post Graduate,38,5326000,Hapur,1180000,0,M
Manjeet Singh,IND,0,Not Given,52,193500,Hapur,0,0,M
Naveen Kumar Gautam,BRPP,0,Graduate,30,34000,Hapur,0,0,M
Pradeep Kumar,IJP,0,Graduate,41,1300000,Hapur,0,0,M
Ram Kumar,IND,0,Not Given,45,965000,Hapur,300000,0,M
Ramesh Chand Tomar,BJP,0,Doctorate,58,7948654,Hapur,638638,0,M
Ranjeet,IND,0,12th Pass,63,3410000,Hapur,400000,0,M
Trilok Tyagi,RLD,0,Graduate,52,1675000,Hapur,0,0,M
Usman Quraishi,IND,0,Illiterate,26,40000,Hapur,0,0,M
Virendra Tyagi,IND,0,Graduate,35,1799500,Hapur,300000,0,M
Usha Verma,SP,0,Post Graduate,37,976000,Hardoi,200000,1,F
Anita Verma,BJP,0,Not Given,36,5696557,Hardoi,244849,0,F
Chand Ram,INC,0,Post Graduate,81,9688321,Hardoi,251665,0,M
Shiv Prasad Verma,BSP,0,10th Pass,54,2224000,Hardoi,0,0,M
Kishan Lal Diler,BJP,0,Not Given,80,2089121,Hathras,0,1,M
Mukesh Kumar,INC,0,Not Given,46,6836458,Hathras,1888074,0,M
Ram Vir Singh Bhaiyaji,BSP,0,Not Given,40,212000,Hathras,0,0,M
Vimla Pal,SP,0,Not Given,52,527686,Hathras,27529,0,F
Bhanu Pratap Singh Verma,BJP,1,Post Graduate,44,446550,Jalaun,114460,0,M
Brij Lal Khabri,BSP,0,Graduate Professional,44,5257971,Jalaun,37000,0,M
Com. Kanshiram Verma (Barar),CPI(ML)(L),0,12th Pass,29,,Jalaun,0,0,M
Ghanshyam Kori,SP,0,Graduate,31,1929596,Jalaun,0,0,M
Jiledar Singh Dohare,IND,0,Graduate Professional,43,140600,Jalaun,30000,0,M
Lal Das (Bhante Anand),IJP,0,Literate,77,60000,Jalaun,0,0,M
Nathuram Verma,INC,0,Not Given,57,1189000,Jalaun,0,0,M
Raghunath Prasad Bharti (Barar),AD,0,Graduate,54,2408000,Jalaun,0,0,M
Rajendra Kori,IND,0,10th Pass,31,326810,Jalaun,0,0,M
Raju,RSMD,0,Graduate,34,250500,Jalaun,0,0,M
Ram Shankar,IND,0,8th Pass,48,62900,Jalaun,0,0,M
Pro. S.P Singh Baghel,SP,1,Post Graduate,43,5623000,Jalesar,787357,0,M
Deshraj,IND,1,8th Pass,45,3423300,Jalesar,0,0,M
Dr. Bharat Singh Baghel,LP(S),0,Graduate,50,588003,Jalesar,0,0,M
Greesh Chandra,IND,0,Post Graduate,48,200000,Jalesar,0,0,M
Pratyendra Pal Singh (Pappu Bhaiya),BJP,0,Post Graduate,42,2622585,Jalesar,270000,0,M
Prempal,IND,0,Not Given,34,3135000,Jalesar,0,0,M
Puttan Singh,IND,0,8th Pass,34,1350000,Jalesar,0,0,M
Ramesh Chandra Kushwah,RSMD,0,Graduate,29,275000,Jalesar,0,0,M
Shakoor Khan,NLP,0,5th Pass,53,1666500,Jalesar,0,0,M
Shivraj Singh Yadav,INC,0,Post Graduate,39,4072678,Jalesar,0,0,M
Vivek Kumar Sharma,AD,0,10th Pass,25,250000,Jalesar,0,0,M
Parasnath Yadava,SP,0,12th Pass,57,2941300,Jaunpur,0,1,M
Chinmayanand,BJP,0,Doctorate,57,2388533,Jaunpur,0,0,M
Dhananjay Singh,LJNSP,9,Graduate,30,1007900,Jaunpur,0,0,M
Om Prakash Dubey (Baba Dubey),BSP,2,10th Pass,39,12174077,Jaunpur,624769,0,M
Chandrapal Singh Yadav,SP,1,Post Graduate,47,5307820,Jhansi,0,0,M
Babu Lal Kushwaha,BSP,0,Graduate Professional,65,3248050,Jhansi,0,0,M
Rajendra Agnihotri,BJP,1,Graduate,65,1037000,Jhansi,1771697,0,M
Rajendra Pratap Urf Raja Bundela,INC,1,Graduate,50,503601,Jhansi,0,0,M
Anuradha Choudhary,RLD,0,Graduate,43,43904200,Kairana,0,1,F
Amarkant Rana,BJP,0,Post Graduate,36,6893843,Kairana,763139,0,M
Anand Pal,IND,0,Post Graduate,53,1860000,Kairana,0,0,M
Ashu Sharma Urf Ashwani Sharma,BJVP,0,Not Given,25,,Kairana,0,0,M
Dilshad Ali,IND,0,Graduate Professional,48,68551,Kairana,0,0,M
Gayoor,RPI,0,Illiterate,39,128310,Kairana,0,0,M
Harendra,IND,0,Graduate Professional,53,1619000,Kairana,0,0,M
Harpal Singh,IND,0,8th Pass,53,825000,Kairana,0,0,M
Ijharulhaq,IND,0,8th Pass,30,699850,Kairana,0,0,M
Jaipal,IND,0,12th Pass,43,20000,Kairana,0,0,M
Mukesh,IND,0,10th Pass,34,,Kairana,0,0,M
Naseem Haider,IND,0,Graduate Professional,31,76000,Kairana,0,0,M
Ompal,IND,0,8th Pass,48,611150,Kairana,0,0,M
Phalkumar,IND,0,10th Pass,42,41000,Kairana,0,0,M
Radhesh Kumar Urf Pappu,IJP,0,Graduate,37,2066453,Kairana,0,0,M
Raghuraj Singh,BVP,0,5th Pass,45,3012700,Kairana,0,0,M
Ravindra Kumar,IND,0,8th Pass,45,1130000,Kairana,0,0,M
Shaheen,IND,0,Graduate,29,419500,Kairana,0,0,M
Shahnawaz,BSP,5,Post Graduate,30,17914519,Kairana,0,0,M
Shimla Urf Shimla Kashyap,IND,0,Illiterate,36,,Kairana,0,0,M
Shoraj Singh,IND,0,Graduate,35,145000,Kairana,0,0,M
Subhash Chand Maheshwari,INC,0,Post Graduate,62,45571430,Kairana,1421400,0,M
Suman Ch.,IND,0,Graduate,53,622000,Kairana,0,0,F
Suresh,LP(S),0,12th Pass,33,245809,Kairana,0,0,M
Uma Kashyap,BKD,0,12th Pass,35,1034193,Kairana,0,0,F
Yogesh,IND,0,Post Graduate,25,,Kairana,0,0,M
Beni Prasad Verma,SP,0,Graduate Professional,63,4112560,Kaiserganj,0,1,M
Arif Mohammad Khan,BJP,0,Graduate,51,10500000,Kaiserganj,0,0,M
Farid Mahfooz Ki,BSP,0,Post Graduate,57,2011852,Kaiserganj,461922,0,M
Gyanendra Pratap Singh,INC,0,Post Graduate,45,6801957,Kaiserganj,0,0,M
Akhilesh Yadav,SP,0,Post Graduate,31,23142705,Kannauj,0,1,M
Ramanand Yadav,BJP,2,Graduate,41,1165500,Kannauj,0,0,M
Th. Rajesh Singh,BSP,3,Post Graduate,37,7671000,Kannauj,0,0,M
Vinay Kumar Shukla,INC,0,Post Graduate,42,10410753,Kannauj,805000,0,M
Shriprakash Jaiswal,INC,0,10th Pass,59,19127260,Kanpur,0,1,M
Ajeet Mohan,IND,0,Post Graduate,49,6270870,Kanpur,278945,0,M
Anubhav,BSP,2,Graduate,26,45000,Kanpur,0,0,M
Chandra Prakash,ABHM,0,12th Pass,38,5053000,Kanpur,0,0,M
Chandramani,IND,0,Graduate,41,1186380,Kanpur,0,0,M
Haji Mushtaq Solanki,SP,0,Literate,49,12805719,Kanpur,0,0,M
Jagannath Mistri,IND,0,8th Pass,61,510000,Kanpur,0,0,M
Manohar Lal,IND,0,8th Pass,38,50000,Kanpur,0,0,M
Mohd. Hanim Alis Kinner Ramkali,IND,0,Illiterate,50,230000,Kanpur,0,0,M
Ram Ratan,RSBP,0,10th Pass,65,493000,Kanpur,0,0,M
Ravi Shankar Balmiki,IND,0,5th Pass,29,57000,Kanpur,0,0,M
