Candidate,Party,Criminal Cases,Education,Age,Total Assets,Constituency,Liabilities,Winner,Gender
Adv. Pravin Madhukar Thakur,IND,1,Graduate Professional,39,45559529,Raigad,634195,0,M
Dr. Siddharth Patil,IND,0,Others,54,15730697,Raigad,445000,0,M
Ekanath Arjun Patil,RSPS,0,Literate,48,300450,Raigad,0,0,M
Mohite Kiran Baburao,BSP,0,10th Pass,35,135000,Raigad,0,0,M
Sunil Bhaskar Naik,IND,0,Others,51,2080000,Raigad,400000,0,M
Wasnik Mukul Balkrishna,INC,1,Post Graduate,49,3111932,Ramtek,0,0,M
Adv. Dupare Ulhas Shalikram,IND,0,Graduate Professional,42,155000,Ramtek,0,0,M
Adv. Yuvraj Anandraoji Bagde,IND,1,Post Graduate,34,50000,Ramtek,0,0,M
Ashish Arun Nagarare,IND,0,10th Pass,29,300000,Ramtek,0,0,M
Bagde Sujeet Wasudeorao,JD(S),0,12th Pass,43,309000,Ramtek,0,0,M
Barwe Madhukar Domaji,IND,0,12th Pass,43,1073000,Ramtek,0,0,M
Deshpande Sanjay Saoji,HJP,0,Literate,45,1370000,Ramtek,0,0,M
Dhone Anil,IND,0,5th Pass,43,1240000,Ramtek,2018,0,M
Khushal Udaramji Tumane,IND,0,Literate,53,322000,Ramtek,0,0,M
Kumbhare Sulekha Narayan,BREM,0,Graduate Professional,49,5200000,Ramtek,0,0,F
Mayatai Chawre (Utwal),SP,6,Post Graduate,37,3340000,Ramtek,720000,0,M
Nagarkar Prashant Hansraj,BBM,0,Post Graduate,34,105000,Ramtek,0,0,M
Nandkishor Sadhuji Dongre,GGP,0,12th Pass,35,652000,Ramtek,0,0,M
Prakashbhau Kishan Tembhurne,BSP,0,12th Pass,34,3947000,Ramtek,676000,0,M
Prof. Borkar Pradip Daryav,RP(K),0,Post Graduate,49,2615000,Ramtek,500000,0,M
Ruresh Mangaldas Borkar,IND,0,Literate,33,56000,Ramtek,0,0,M
Sandip Sheshrao Gajbhiye,GMS,0,Others,36,1641000,Ramtek,140000,0,M
Seema Jeevan Ramteke,DESEP,0,12th Pass,36,200000,Ramtek,0,0,F
Tumane Krupal Balaji,SHS,0,12th Pass,43,3415312,Ramtek,6977192,0,M
Vikas Rajaram Damle,RPI(KH),0,Graduate,41,651460,Ramtek,0,0,M
Dr.Nilesh Narayan Rane,INC,1,Doctorate,28,30561862,Ratnagiri Sindhudurg,0,0,M
Ajay Alias Aaba Dada Jadhav,KKJHS,0,Others,28,719500,Ratnagiri Sindhudurg,16000,0,M
Khalape Akbar Mahammad,IND,0,Post Graduate,55,21089508,Ratnagiri Sindhudurg,2275889,0,M
Parulekar Jayendra Shripad,BSP,0,Graduate Professional,43,14936360,Ratnagiri Sindhudurg,2114956,0,M
Rajesh Pusushottam Surve,RSPS,0,12th Pass,41,1133000,Ratnagiri Sindhudurg,0,0,M
Siraj Abdulla Kauchali,BBM,0,8th Pass,60,4130250,Ratnagiri Sindhudurg,700000,0,M
Surendra Borkar,IND,0,Graduate,62,1392000,Ratnagiri Sindhudurg,92000,0,M
Suresh Prabhakar Prabhu,SHS,0,Graduate Professional,55,14650806,Ratnagiri Sindhudurg,4874508,0,M
Vilasrao Khanvilkar,ABHM,0,5th Pass,54,80100,Ratnagiri Sindhudurg,0,0,M
Haribhau Madhav Jawale,BJP,0,Graduate,55,7842881,Raver,629917,1,M
Bapu Sahebrao Sonawane,PRCP,0,10th Pass,30,,Raver,0,0,M
D.D. Wani (Photographer) (Dyneshwar Diwakar Wani),IND,1,10th Pass,43,57000,Raver,6992,0,M
Firke Suresh Kacharu Ex Acp (Crpf),IND,0,Literate,58,615489,Raver,0,0,M
Iqbal Alauddin Tadvi,IND,0,Literate,41,,Raver,0,0,M
Koli Santosh Gokul,IND,0,Not Given,25,88000,Raver,0,0,M
Makbul Farid Sk.,IND,0,Literate,36,11000,Raver,45000,0,M
Marathe Bhimrao Parbat,KM,2,10th Pass,51,1926000,Raver,216525,0,M
Mohd. Munawwar Mohd. Hanif,IND,0,10th Pass,45,739184,Raver,0,0,M
More Hiraman Bhonaji,IND,0,5th Pass,41,15000,Raver,0,0,M
Patil Suresh Chindhu,BSP,5,10th Pass,49,30620000,Raver,3399686,0,M
Sanjay Praladh Kandelkar,IND,0,Literate,34,20000,Raver,0,0,M
Shaikh Ramjan Shaikh Karim,IND,0,Literate,40,,Raver,0,0,M
Shivaveer Dnyaneshwar Vitthal Amale Urph Amale Sarkar,SVRP,3,12th Pass,26,278000,Raver,0,0,M
Sujata Ibrahim Tadavi,IND,0,10th Pass,45,15000,Raver,90000,0,F
Teli Shaikh Ismail Haji Hasan,BBM,0,10th Pass,57,500000,Raver,0,0,M
Uttam Kashiram Ingale,IND,3,12th Pass,36,100000,Raver,5000,0,M
Vivek Sharad Patil,IND,0,Graduate,41,320000,Raver,0,0,M
Pratik Prakashbapu Patil,INC,1,Others,36,22137000,Sangli,1358000,0,M
Ajitrao Shankarrao Ghorpade,IND,0,Graduate,56,18806550,Sangli,0,0,M
Ansari Shabbir Ahemed,IND,0,Graduate,61,10000,Sangli,0,0,M
Ashok Dnyanu Mane(Bhau),STBP,0,Others,37,1000,Sangli,0,0,M
Ganpati Tukaram Kamble Alias G.T. Kamble,IND,0,Graduate,70,,Sangli,0,0,M
Kavthekar Pravin Bhagwan Kavthekar Alias Jiva Mahale,IND,0,Not Given,47,12000,Sangli,0,0,M
Mahadev Anna Waghamare,RSPS,0,Literate,65,281000,Sangli,161000,0,M
Manohar Balkrishna Khedkar,BBM,0,Graduate,59,12695500,Sangli,1028000,0,M
Mulani Balekhan Usman,IND,0,Not Given,46,545000,Sangli,0,0,M
Pandhare Dattatraya Pandurang,IND,0,Post Graduate,51,5525000,Sangli,0,0,M
Patel M.Javed M. Yusuf,BSP,0,10th Pass,38,270000,Sangli,0,0,M
Shamrao Piraji Kadam,IND,0,Graduate,64,655000,Sangli,0,0,M
Siddeshwar Shivappa Bhosale,IND,0,Not Given,36,,Sangli,0,0,M
Vagare Maruti Mura,IND,0,10th Pass,34,,Sangli,0,0,M
Bhonsle Shrimant Chh. Udyanraje Pratapsinh,NCP,14,Others,43,117253344,Satara,1800000,0,M
Alnkrita Abhijit Awade-Bichukale,IND,0,Post Graduate,29,25500,Satara,0,0,F
Bhausaheb Gangaram Wagh,RSPS,3,Literate,51,749039,Satara,12060,0,M
Chavan Prashant Vasant,BSP,0,Graduate Professional,34,126120,Satara,101149,0,M
Purushottam Bajirao Jadhav,SHS,0,10th Pass,45,87942614,Satara,7177361,0,M
Wakchoure Bhausaheb Rajaram,SHS,0,Post Graduate,59,17860515,Shirdi,2427069,1,M
Adhagale Rajendra Namdev,IND,0,8th Pass,39,306500,Shirdi,0,0,M
Athawale Ramdas Bandu,RPI,2,12th Pass,52,17179813,Shirdi,0,0,M
Bagul Balu Dasharath,IND,1,Literate,35,2503000,Shirdi,0,0,M
Dhotre Suchit Chintamani,KM,0,10th Pass,25,6366300,Shirdi,1234902,0,M
Gaikwad Appasaheb Gangadhar,IND,0,5th Pass,64,355000,Shirdi,0,0,M
Kacharu Nagu Waghmare,BSP,0,Graduate,60,1535500,Shirdi,0,0,M
Kambale Ramesh Ankush,IND,0,10th Pass,32,50000,Shirdi,0,0,M
Lodhe Sharad Laxaman,IND,0,Graduate,42,65540,Shirdi,0,0,M
Medhe Prafullakumar Murlidhar,IND,1,Post Graduate,46,25000,Shirdi,0,0,M
Rakshe Annasaheb Eknath,IND,0,Post Graduate,43,88000,Shirdi,0,0,M
Rupwate Premanand Damodhar,IND,0,Graduate Professional,62,2768822,Shirdi,0,0,M
Sabale Anil Damodhar,IND,0,Post Graduate,40,67045,Shirdi,0,0,M
Sandip Bhaskar Golap,IND,0,Not Given,29,,Shirdi,0,0,M
Satish Balasaheb Palghadmal,PRCP,0,Post Graduate,26,,Shirdi,0,0,M
Vairaghar Sudhir Natha,IND,0,Graduate,38,115000,Shirdi,0,0,M
Wagh Gangadhar Radhaji,IND,0,10th Pass,60,192857,Shirdi,0,0,M
Adhalrao Shivaji Dattatray,SHS,4,Post Graduate,52,127113134,Shirur,16221275,0,M
Abhang Kondibhau Bhimaji,IND,0,5th Pass,48,609000,Shirur,24000,0,M
Kaluram Raghunath Tapkir,IND,0,Literate,52,660000,Shirur,0,0,M
Karande Changdeo Namdeo,IND,0,10th Pass,43,492500,Shirur,0,0,M
Lande Vilas Mhatarba,IND,0,8th Pass,37,52800,Shirur,0,0,M
Pallavi Mohan Harshe,PRCP,0,Others,28,,Shirur,0,0,F
Shelar Dnyanoba Shripati,RPPI,0,Literate,57,10000,Shirur,0,0,M
Suresh Mulchand Kankaria (Mama),RSPS,0,Not Given,57,2330000,Shirur,250000,0,M
Vilas Vithoba Lande,NCP,1,5th Pass,47,168343573,Shirur,61821809,0,M
Zagade Yashwant Sitaram,BSP,0,Graduate,35,14064959,Shirur,370000,0,M
Shinde Sushilkumar Sambhajirao,INC,0,Graduate Professional,68,86042099,Solapur,3700000,1,M
Adv. Bansode Sharad Maruti,BJP,0,Graduate Professional,41,23038727,Solapur,0,0,M
Adv. Kasabekar Shridhar Limbaji,RSPS,0,Graduate Professional,59,1022756,Solapur,9400,0,M
Bansode Rahul Dattu,IND,0,8th Pass,33,5000,Solapur,0,0,M
Bansode Uttam Bhimsha,IND,0,Not Given,50,345000,Solapur,0,0,M
Gaikwad Pramod Ramchandra,BSP,3,12th Pass,48,1705000,Solapur,340000,0,M
Laxmikant Chandrakant Gaikwad,KKJHS,1,Graduate,37,191000,Solapur,0,0,M
Milind Mareppa Mule,IND,0,Literate,49,815000,Solapur,0,0,M
Narayankar Rajendra Baburao,IND,0,10th Pass,44,77340,Solapur,0,0,M
Nitinkumar Ramchandra Kamble Alias Nitin Banpurkar,IND,0,Post Graduate,37,350472,Solapur,264000,0,M
Rajguru Narayan Yedu,BBM,0,10th Pass,60,804000,Solapur,0,0,M
Vijaykumar Bhagwanrao Ughade,IND,0,Not Given,38,3000,Solapur,0,0,M
Vikram Uttam Kasabe,IND,0,Others,33,22000,Solapur,0,0,M
Dr.Sanjeev Ganesh Naik,NCP,2,12th Pass,37,30415344,Thane,0,0,M
Ahmad Afjal Shaikh,IND,0,10th Pass,34,337000,Thane,0,0,M
Avanindra Kumar Tripathi,BSP,0,Literate,28,5775000,Thane,0,0,M
Bernardshaw David Nadar,RP(K),1,Not Given,50,2403000,Thane,600000,0,M
Chetan Prakash Jadhav,IND,0,Graduate,27,2235000,Thane,164000,0,M
Chugule Vijay Laxman,SHS,6,10th Pass,47,15181796,Thane,0,0,M
Fredi Albert Bhanga,IND,0,10th Pass,45,383300,Thane,0,0,M
Gaud Faujdar Rangi,IND,0,Literate,61,2419000,Thane,0,0,M
Jain Seema Mahendra,PRBP,0,12th Pass,37,1436995,Thane,0,0,F
Jaiprakash Narayan Bhande,IND,0,Literate,34,30197486,Thane,4337480,0,M
Kamble Sachin Shirpat,IND,0,10th Pass,29,,Thane,0,0,M
Kamlakar Anand Tayde,BBM,0,10th Pass,40,820000,Thane,530000,0,M
Khan Firoz Ysufkhan,IND,0,8th Pass,33,57000,Thane,0,0,M
Kumar K.,IND,0,10th Pass,42,1455000,Thane,530000,0,M
"Mahesh Rathi ""Chanakya""",RVNP,0,Graduate,49,4927000,Thane,2800,0,M
Mangesh Bharat Khade,IND,0,Literate,30,,Thane,0,0,M
Moh. Rizwan Abdulla Patel,IND,0,10th Pass,54,26420043,Thane,500000,0,M
Murlidhar Krusna Pawar,IND,0,5th Pass,68,2229000,Thane,0,0,M
Parag Hanumant Newalkar,KKJHS,0,10th Pass,32,181000,Thane,0,0,M
Paranjape Dipshree Deepak,IND,0,5th Pass,37,340000,Thane,0,0,F
Pathan Javeed Kamil Khan,NBNP,0,12th Pass,28,105000,Thane,175000,0,M
Pramod Ingale,IND,0,10th Pass,44,527000,Thane,0,0,M
R.D. Tambe,IND,0,8th Pass,66,82369,Thane,0,0,M
Rajan Raje,MNS,0,Graduate Professional,51,15440238,Thane,6612,0,M
Sayed Shafiq Ahmed Zoidi,IND,0,Not Given,31,,Thane,0,0,M
Singh Rajesh Munnilal,RSPS,0,10th Pass,33,645000,Thane,0,0,M
Swatantra Kumar Parmanand Anand,IND,0,Graduate,57,41641000,Thane,6250000,0,M
Vidyadhar Laxman Joshi,IND,0,Post Graduate,44,1625000,Thane,0,0,M
Vijay Chaugule,IND,0,5th Pass,35,118200,Thane,0,0,M
Vilas Dipak Khambe,IND,0,Not Given,51,,Thane,0,0,M
Datta Meghe,INC,0,Graduate,72,287739495,Wardha,70008871,1,M
Bhose Kailas Vishwasrao,GMS,0,Graduate,36,1070000,Wardha,150000,0,M
Diwate Ramesh Madhaorao,KM,0,Graduate,46,1615000,Wardha,0,0,M
Dr. Nitin Keshorao Chavan,PRBP,1,Not Given,46,1373500,Wardha,644000,0,M
Gunwant Tukaramji Dawande,IND,0,Graduate,70,72000,Wardha,35200,0,M
Ishwarkumar Shankarrao Gharpure,IND,0,Graduate,50,3025000,Wardha,0,0,M
Kangale Bipin Babasaheb,BSP,0,Not Given,32,1465000,Wardha,430000,0,M
Narayanrao Ramji Chidam,GGP,0,Literate,68,4287000,Wardha,0,0,M
Pyare Sahab Sheikh Karim,DESEP,0,Literate,41,660000,Wardha,0,0,M
Ramteke Prakash Bakaram,IND,0,10th Pass,60,,Wardha,0,0,M
Sangita Sunil Alias Sonu Kamble,Ambedkarist Republican Party,0,10th Pass,33,27000,Wardha,0,0,F
Sarang Prakashrao Yawalkar,IND,0,Graduate,31,21585032,Wardha,0,0,M
Suresh Ganpatrao Waghmare,BJP,0,Graduate,48,9565000,Wardha,714549,0,M
Tagade Vishweshwar Awadhutrao,IND,0,Graduate,47,630000,Wardha,0,0,M
Bhavana Gawali (Patil),SHS,1,Graduate,36,30399471,Yavatmal-Washim,2430911,0,M
Dhage Vitthal Mahadev,RSP,0,12th Pass,45,276800,Yavatmal-Washim,0,0,M
Gajanan Burmal Dodwade,IND,0,12th Pass,36,4180000,Yavatmal-Washim,0,0,M
Gajanan Kashiram Patil (Hembade),KM,1,12th Pass,26,515000,Yavatmal-Washim,11000,0,M
Harising Rathod,INC,1,Graduate,54,11512482,Yavatmal-Washim,744157,0,M
Kureshi Sk. Mehbub Sk.Fattu,BBM,0,Literate,44,25000,Yavatmal-Washim,0,0,M
Kwaja Nasiroddine Khan,DESEP,0,Post Graduate,29,410000,Yavatmal-Washim,0,0,M
Madhukar Shivdasppa Gorate,IND,0,8th Pass,67,933100,Yavatmal-Washim,0,0,M
Maniyar Yunus Mahmood Zahmi,AUDF,0,10th Pass,50,21100000,Yavatmal-Washim,4200000,0,M
Manoj Janardan Patil,IND,0,Graduate,38,79000,Yavatmal-Washim,0,0,M
Meshram Bandu Ganpat,IND,0,8th Pass,40,25000,Yavatmal-Washim,50000,0,M
Mohd. Inamurrahim Mohd. Musa,IND,0,10th Pass,51,450000,Yavatmal-Washim,0,0,M
Mohmmad Khan Aziz Khan,SP,0,Graduate,43,90000,Yavatmal-Washim,0,0,M
Nandkishor Narayanrao Thakare,IND,0,12th Pass,34,485000,Yavatmal-Washim,0,0,M
Netaji Sitaramji Kinake,IND,0,Graduate,58,50000,Yavatmal-Washim,0,0,M
Pawar Ramesh Gorsing,IND,0,Graduate,53,170000,Yavatmal-Washim,0,0,M
Purushottam Domaji Bhajgawre,IND,0,12th Pass,49,50000,Yavatmal-Washim,0,0,M
Rajkumar Narayan Bhujadale,IND,0,Graduate,35,50000,Yavatmal-Washim,0,0,M
Rathod Devising Rama,IND,0,Literate,56,610000,Yavatmal-Washim,0,0,M
Ravindra Alias Ravipal Madhukarrao Gandhe,IND,0,12th Pass,32,650000,Yavatmal-Washim,0,0,M
Sd. Vhidoddin Sd. Krimoddin,IND,0,Not Given,44,,Yavatmal-Washim,0,0,M
Suresh Baban Pedekar,IND,0,Literate,33,125000,Yavatmal-Washim,0,0,M
Suresh Bhiva Taral,IND,0,Post Graduate,29,620000,Yavatmal-Washim,2000,0,M
Uttam Bhagaji Kamble,PRCP,0,Literate,41,,Yavatmal-Washim,0,0,M
Vishnu Kasinath Tawkar,IND,0,Graduate,47,25000,Yavatmal-Washim,0,0,M
Yedatkar Dilip Laxmanrao,BSP,3,Graduate Professional,50,11252000,Yavatmal-Washim,3189957,0,M
Dr. Thokchom Meinya,INC,0,Doctorate,58,1639200,Inner Manipur,0,1,M
Abdul Rahman,IND,0,Post Graduate,58,4127381,Inner Manipur,0,0,M
L. Kshetrani Devi,RBCP,0,Post Graduate,50,416000,Inner Manipur,0,0,F
Moirangthem Nara,CPI,0,12th Pass,58,1793803,Inner Manipur,1403865,0,M
Nongmaithem Homendro Singh,IND,0,Graduate,45,520000,Inner Manipur,0,0,M
Wahengbam Nipamacha Singh,BJP,0,Post Graduate,78,2956619,Inner Manipur,2060,0,M
Thangso Baite,INC,0,Post Graduate,56,1778418,Outer Manipur,880000,1,M
D. Loli Adanee,BJP,0,12th Pass,56,5830000,Outer Manipur,0,0,M
L.B. Sona,NCP,0,Graduate,58,2456634,Outer Manipur,0,0,M
Lamlalmoi Gangte,IND,0,Graduate,33,500000,Outer Manipur,0,0,M
M. Jamkhongam @ M. Yamkhongam Haokip,RJD,0,Graduate,49,1190000,Outer Manipur,0,0,M
Mangshi (Rose Mangshi Haokip),IND,0,Post Graduate,63,6300000,Outer Manipur,0,0,F
Mani Charenamei,PDA,0,Graduate,50,1550089,Outer Manipur,0,0,M
Thangkhangin,LJP,0,Post Graduate,53,,Outer Manipur,0,0,M
Valley Rose Hungyo,IND,0,Not Given,53,145000,Outer Manipur,0,0,F
Vincent H Pala,INC,0,Graduate Professional,41,251618190,Shillong,0,1,M
Dalington Dympep,CPI,0,12th Pass,78,4055000,Shillong,0,0,M
Denis Siangshai,IND,0,8th Pass,44,70268228,Shillong,0,0,M
John Filmore Kharshiing,UDP,0,Not Given,46,6484677,Shillong,0,0,M
Martle N.Mukhim,MDP,0,10th Pass,59,100471,Shillong,0,0,M
P. B. M. Basaiawmoit,HSPDP,1,Graduate,60,26244200,Shillong,0,0,M
Tierod Passah,IND,0,Post Graduate,45,2830000,Shillong,0,0,M
Agatha K. Sangma,NCP,0,Post Graduate,28,6644295,Tura,0,1,F
Arlene N. Sangma,IND,0,Graduate,53,1430000,Tura,200000,0,F
Boston Marak,A-Chik National Congress(Democratic),0,Post Graduate,28,100000,Tura,0,0,M
Debora C. Marak,INC,0,Graduate,43,18012498,Tura,373154,0,F
C.L.Ruala,INC,0,Graduate Professional,72,5354186,Mizoram,0,1,M
Dr H.Lallungmuana,IND,0,Doctorate,65,4740000,Mizoram,0,0,M
Lalawmpuia Chhangte,NCP,0,12th Pass,42,400000,Mizoram,0,0,M
Dr. Rilanthung Odyuo,AITC,0,Graduate,39,1700000,Nagaland,0,0,M
K. Asungba Sangtam,INC,0,Graduate,62,15355547,Nagaland,0,0,M
Kapil Sibal,INC,0,Post Graduate,60,319722459,Chandni Chowk,0,1,M
Abdul Samad,RPIE,1,10th Pass,37,2990000,Chandni Chowk,400000,0,M
Ajay Mittal,AIFB,2,12th Pass,43,326200,Chandni Chowk,0,0,M
Anil Gupta,BPC,0,10th Pass,41,175000,Chandni Chowk,0,0,M
Ashish Saxena,IND,0,Post Graduate,29,439475,Chandni Chowk,262816,0,M
Ashok Kumar Gotewala,IND,1,10th Pass,47,872000,Chandni Chowk,0,0,M
Babu Lal Bairwa,IND,0,8th Pass,43,120000,Chandni Chowk,0,0,M
Balram Bari,IND,0,8th Pass,43,1232500,Chandni Chowk,0,0,M
Bashiruddin,IND,0,5th Pass,63,51000,Chandni Chowk,0,0,M
Beer Singh,IND,0,12th Pass,41,78700,Chandni Chowk,0,0,M
Bhim Singh Puri,RSP,0,8th Pass,63,301500,Chandni Chowk,0,0,M
Dr. P L Premi,BVVP,0,Not Given,65,11550000,Chandni Chowk,47000,0,M
Dr. Sita Ram Sharma,RWS,0,Doctorate,77,7300000,Chandni Chowk,0,0,M
Ghanshyam Morwal,DBP,0,10th Pass,50,167000,Chandni Chowk,0,0,M
Imam Raja Naqvi,IND,0,Graduate Professional,37,6631500,Chandni Chowk,0,0,M
Javed Ahmed,MBP,0,8th Pass,36,1119800,Chandni Chowk,0,0,M
Kiran,Samajwadi Janata Party (Rashtriya),0,10th Pass,36,3000000,Chandni Chowk,45900,0,F
Laiq Ahmed,IND,0,10th Pass,47,675000,Chandni Chowk,0,0,M
Lila Devi,RVNP,0,8th Pass,47,247000,Chandni Chowk,0,0,F
Mohd Shafiq,IND,0,Not Given,39,46000,Chandni Chowk,0,0,M
Mohd. Mustaqeem,BSP,0,5th Pass,47,194949995,Chandni Chowk,1553986,0,M
Narender Singh,BSKRP,0,Post Graduate,36,105722,Chandni Chowk,0,0,M
Nasrin Begum,IND,0,10th Pass,35,,Chandni Chowk,0,0,F
Om Prakash Thakur,IND,0,Graduate,43,745000,Chandni Chowk,0,0,M
Prem Narain,IND,0,12th Pass,51,15000,Chandni Chowk,0,0,M
Puran Chand,IND,0,12th Pass,50,5707409,Chandni Chowk,0,0,M
Raj Paul Chauhan,BPD,0,Graduate Professional,46,15221828,Chandni Chowk,0,0,M
Rajender Singh Chandeliya,IND,0,5th Pass,55,210900,Chandni Chowk,80000,0,M
Rajesh Nagar,RDMP,0,12th Pass,36,9630000,Chandni Chowk,0,0,M
Ran Pal Singh,BGTD,0,Others,33,,Chandni Chowk,0,0,M
Ranjeet Kumar,IND,0,8th Pass,35,47000,Chandni Chowk,0,0,M
Rohit Kumar,IND,0,12th Pass,33,384000,Chandni Chowk,0,0,M
Sanjay Kumar,IND,0,10th Pass,34,20000,Chandni Chowk,0,0,M
Shahida Parveen,UWF,0,Not Given,70,10931000,Chandni Chowk,0,0,F
Suhail Ahmed Khan,SP,0,Not Given,42,2224000,Chandni Chowk,0,0,M
Sunil Kumar,IND,0,10th Pass,38,1615000,Chandni Chowk,0,0,M
Vijender Khari,IND,0,10th Pass,27,4951000,Chandni Chowk,165000,0,M
Vinod Dukhiya,ABHM,0,Graduate,54,17043200,Chandni Chowk,0,0,M
Zaheer Ahmed,IND,0,Others,53,154864,Chandni Chowk,0,0,M
Sandeep Dikshit,INC,0,Post Graduate,44,18146428,East Delhi,1980887,1,M
Abdul Gaffar,Lok Dal,0,8th Pass,41,240000,East Delhi,0,0,M
Abdul Rajjaq,IND,0,Not Given,30,7000,East Delhi,0,0,M
Amar Dass,IND,0,Not Given,61,9707000,East Delhi,529055,0,M
Amit Kumar,SP,0,10th Pass,33,321500,East Delhi,0,0,M
Baij Nath Prasad Pathak,ABHM,0,Not Given,60,5345000,East Delhi,0,0,M
Chetan Chauhan,BJP,0,Graduate,61,24345217,East Delhi,2528796,0,M
Dr. Prem Singh,IND,0,Doctorate,52,7383959,East Delhi,0,0,M
Kusum Bahl,IND,0,Graduate,52,5194171,East Delhi,0,0,F
Mohammad Yunus,BSP,3,5th Pass,31,9682157,East Delhi,380151,0,M
Pawan Kumar,RPI(A),0,10th Pass,43,1350000,East Delhi,0,0,M
Raj Kumar Jaiswal,IND,0,Not Given,47,2738000,East Delhi,800,0,M
Raj Pal Singh,IND,0,Not Given,37,,East Delhi,0,0,M
Rajan,IND,0,Not Given,33,,East Delhi,0,0,M
Sutapa Chakraborty,SHS,0,Post Graduate,49,370000,East Delhi,0,0,F
Vijay Kumar Sharma,BPD,2,Graduate Professional,42,1851000,East Delhi,0,0,M
Vikram Seth,IND,0,Graduate,44,7576363,East Delhi,0,0,M
Ajay Makan,INC,1,Post Graduate,45,40148040,New Delhi,97120,0,M
Aamer Ahmed Madni,SP,0,Graduate Professional,38,270000,New Delhi,0,0,M
Ajay Prakash Harit,IND,0,12th Pass,42,2936586,New Delhi,0,0,M
Anil Kumar Gautam,IND,3,8th Pass,37,274498,New Delhi,0,0,M
Ashuthosh Kumar,IND,0,Post Graduate,41,114000,New Delhi,0,0,M
B. B. Malhotra,IND,0,10th Pass,61,1023670,New Delhi,196915,0,M
Bhagwan Das,IND,0,10th Pass,54,2434000,New Delhi,358750,0,M
Dinesh Kumar,IND,0,Post Graduate,50,489843,New Delhi,0,0,M
Ghanshyam Dass,IND,0,8th Pass,52,6117000,New Delhi,0,0,M
Harender,RKJP,0,Graduate,28,460630,New Delhi,0,0,M
Harkrishan Das Nijhawan,IND,0,12th Pass,45,16104164,New Delhi,46634,0,M
Harsh Malhotra,JKNPP,0,Graduate,39,587390,New Delhi,0,0,M
Jagat Singh Chauhan,IND,0,Graduate,50,8629000,New Delhi,483807,0,M
Jitendar Kumar Gupta,BPC,0,Graduate Professional,58,92055000,New Delhi,0,0,M
Kapil Mitra,IND,0,Graduate Professional,37,2531000,New Delhi,2952,0,M
Karan Kumar,IND,0,10th Pass,45,555000,New Delhi,0,0,M
Krishan Kumar Tyagi,IND,0,Post Graduate,53,33718300,New Delhi,21420000,0,M
Lachhman Dass,IND,0,Graduate,37,565000,New Delhi,0,0,M
Lukman Khan,IND,3,5th Pass,46,3051603,New Delhi,0,0,M
Maharaj Kumar,DBP,0,Post Graduate,59,2125900,New Delhi,0,0,M
Major Sangeeta Tomar,YFE,0,Post Graduate,40,7239743,New Delhi,2928091,0,F
Mantu,IND,1,8th Pass,26,100000,New Delhi,0,0,M
Murtaza Phool,JD(S),0,12th Pass,40,1641200,New Delhi,0,0,M
Naresh Chander Pal,BSKRP,0,12th Pass,38,3281000,New Delhi,29000,0,M
Nisha Bano,ANC,0,Not Given,33,1040000,New Delhi,0,0,F
Prem Narayan Khandelwal,IND,0,8th Pass,53,924981,New Delhi,244045,0,M
Raj Kumar Nayyar,PPOI,0,Graduate Professional,62,20642800,New Delhi,0,0,M
Rajesh Kumar Sabharwal,JMM,0,Post Graduate,41,14442841,New Delhi,18432,0,M
Ramesh Bhagwat,IND,0,Not Given,60,,New Delhi,0,0,M
Sanjeev Kumar Mishra,RVNP,0,Not Given,27,,New Delhi,0,0,M
Sapna Rani Behl,IND,0,12th Pass,27,2631000,New Delhi,1200318,0,F
Shiban Krishan Razdan,IND,0,Graduate Professional,60,3225000,New Delhi,0,0,M
Shiv Kumar Shah,IND,0,Post Graduate,38,21200,New Delhi,0,0,M
Sudhir Gandotra,THPI,0,12th Pass,49,4577798,New Delhi,654651,0,M
Sudhir Kumar,BPD,0,Graduate Professional,38,2550000,New Delhi,0,0,M
Sunita Chaudhary,UWF,0,10th Pass,30,11000,New Delhi,500000,0,F
Surender Singh Dabas,IND,0,Graduate,44,26481877,New Delhi,90000,0,M
Trilok Chand Sharma,BSP,0,Graduate,46,58903384,New Delhi,1133278,0,M
Ved Prakash,IND,0,10th Pass,51,3635000,New Delhi,0,0,M
Vijay Goel,BJP,0,Post Graduate,54,37006912,New Delhi,160,0,M
Jai Prakash Agarwal,INC,0,Graduate,64,24928873,North East Delhi,0,1,M
Anis Ahmad Ansari,SP,0,Not Given,36,5968000,North East Delhi,3100,0,M
B.L.Sharma Prem,BJP,1,Graduate,79,2077607,North East Delhi,0,0,M
Ganesh Pal,BSKP,0,12th Pass,52,1517000,North East Delhi,0,0,M
Haji Dilshad Ali,BSP,2,12th Pass,36,74747480,North East Delhi,78762,0,M
Israr Khan,RPIE,0,Not Given,32,186000,North East Delhi,0,0,M
Kaliram Tomar,IJP,0,Graduate,48,28974297,North East Delhi,0,0,M
Manager Chaurasiya,IND,0,12th Pass,39,101000,North East Delhi,0,0,M
Manohar Lal,Adarshwadi Dal,0,5th Pass,50,10000,North East Delhi,0,0,M
Mohd. Hasnain,IND,1,10th Pass,50,,North East Delhi,0,0,M
Mohd. Shear Nabi Chaman,IND,2,Others,49,611880000,North East Delhi,0,0,M
Pramod Tiwari,MBP,0,8th Pass,45,1000300,North East Delhi,2500,0,M
